papa	2.5833	2.1333	3.0
papa * s	2.2857	1.8000	3.0
du quotidien	1.8571	1.7000	1.8
laitier	2.0000	1.8182	2.8
dommage	1.5000	2.2222	2.8
zut	1.4000	1.8750	1.2
damné	1.5000	2.0000	1.0
humide	1.1111	1.1667	2.2
danse	2.2857	2.3000	3.0
dansé	2.2857	2.6000	2.6
danseur	2.1667	2.3333	3.0
les danseurs	2.4000	2.3846	3.0
les danses	2.3333	2.4444	2.6
dansant	2.4000	2.6923	2.8
dandy	2.2857	1.5000	1.0
danger	1.3333	2.4444	2.6
dangereux	1.4000	2.6154	1.8
dangers	1.3333	2.4444	2.0
donner	1.3333	2.4444	1.6
osé	1.5000	2.1818	1.6
daren * t	1.3750	1.7273	1.2
daresay	1.5455	1.7143	1.2
audacieux	1.8571	2.3000	1.4
foncé	1.4444	1.5000	3.0
obscurité	1.1429	1.7000	2.8
chéri	1.8571	1.7000	2.0
darned	1.5000	1.1429	1.2
direction	1.2222	1.8333	1.2
dard	1.6667	1.4444	3.0
dart * s	1.6667	1.6667	2.4
tiret	1.5000	2.3333	2.2
les données	1.7000	1.6154	2.6
date	2.3333	2.1667	3.0
daté	2.1429	1.7000	2.6
dates	2.5714	1.8000	2.8
fille	2.3333	1.7778	3.0
les filles	2.6000	1.7692	3.0
aube	2.1667	1.4444	2.6
s'est levé	1.8571	2.0000	1.2
journée	2.4444	1.5833	2.6
journées	2.3750	1.6364	2.6
rêverie	2.7500	1.7273	2.4
lumière du jour	2.6667	1.6667	3.0
journées	2.1667	1.7778	2.6
jour	2.4286	1.8000	2.8
éblouir	2.3333	2.3333	1.6
mort	1.4444	1.5000	3.0
impasse	1.6000	1.4545	2.0
mortel	1.3636	2.0000	2.8
sourd	1.5455	1.4545	2.4
traiter	1.7778	2.3000	2.0
marchand	1.6667	2.0000	2.8
les concessionnaires	1.5455	2.3333	2.6
transaction	1.8333	2.5714	2.2
offres	1.9167	2.2308	2.0
traité	2.1000	2.0909	1.6
doyen	1.7778	1.8000	2.0
cher	2.3333	1.7000	1.6
dés	2.1111	1.7000	1.4
décès	1.6667	1.3846	2.6
débat	1.7500	2.6154	2.8
dette	1.7143	1.6250	1.8
dettes	1.8333	1.4286	1.4
début	1.7143	1.6250	1.4
décennie	1.9231	1.3571	1.0
décennies	1.7143	1.3750	1.0
pourriture	1.5000	1.8889	2.6
décédé	1.6250	1.4444	2.8
décembre	1.8571	1.5000	2.8
décence	2.4545	1.6667	1.6
décent	2.2000	1.9091	1.6
décemment	2.5455	1.6667	1.2
décider	2.1111	2.2000	1.4
décidé	1.9167	2.0000	1.6
décide	2.1000	2.3636	1.2
décider	2.2222	2.4000	1.4
décision	2.1000	2.1818	1.6
les décisions	2.2727	2.2500	1.4
décisif	2.0000	1.8889	1.2
plate-forme	1.8889	1.4000	2.8
déclaration	2.0000	2.0000	1.8
déclaré	1.8000	2.4545	1.6
déclare	2.0909	2.5000	1.2
déclarant	2.1000	2.3636	1.2
déclin	1.5714	2.1250	2.0
diminué	1.5000	1.7778	1.8
diminution	1.7500	1.8889	2.4
dévoué	2.2857	2.1250	1.8
dévouement	2.5455	1.9167	1.6
déduction	1.8571	1.8750	1.6
déductions	1.8750	1.6667	1.6
réputé	1.6667	1.5556	1.0
profond	2.0000	1.4444	3.0
plus profond	2.0909	1.6667	2.8
le plus profond	2.1818	1.3333	2.8
profondément	2.0000	1.4000	2.2
cerf	1.7778	1.8000	3.0
défaite	1.5000	2.4444	2.6
vaincu	1.5000	2.3333	2.4
défauts	1.7143	1.6250	2.2
défendre	2.0000	2.6000	2.4
défendeurs	1.6667	1.7000	2.6
défendu	2.1111	2.0000	2.0
défendre	1.8000	2.4000	2.0
la défense	1.6250	2.2222	2.0
les défenses	1.8571	1.8750	2.0
défensive	2.0000	2.2857	2.0
déficiences	1.4545	1.2500	1.0
carence	1.4444	1.3000	1.2
déficit	1.3333	1.4000	1.2
défiler	1.5000	1.5556	1.2
définir	1.9167	1.7692	1.2
défini	1.7500	1.6667	1.2
définissant	1.9167	2.1538	1.0
précis	1.5556	1.7000	1.2
absolument	2.0000	1.5556	1.2
définition	1.7500	1.8462	1.2
dégonflé	1.5000	1.6667	2.6
dégradé	1.6250	2.0000	1.2
se dégrade	1.8000	2.3636	1.0
degré	2.1000	2.0000	2.2
degrés	1.9167	1.9231	2.0
abattu	1.6667	1.6000	1.2
retard	1.3636	1.3333	1.6
différé	1.6667	1.5000	1.6
délégués	1.7778	1.8000	1.8
délégation	1.8333	1.7143	1.6
délibérer	1.6364	2.0833	1.4
délibérément	1.7500	2.0000	1.2
délicat	2.2500	1.3333	2.8
délice	2.3750	2.2222	2.4
enchanté	2.4167	2.4615	2.2
délicieux	2.5455	2.1667	2.0
délirant	1.7778	2.5000	2.4
livrer	2.0000	2.2000	2.8
livré	2.1250	2.3333	2.0
livraison	2.1818	2.5000	2.4
demande	1.7500	2.4444	2.4
réclamé	1.7778	2.5000	1.6
exigeant	1.5455	2.7500	1.8
demandes	1.5556	2.4000	1.4
démocrate	1.6000	1.5455	2.0
démocratique	1.8750	1.5556	1.6
démocrates	1.5714	1.5000	2.4
démographique	1.9000	1.5455	1.0
démontrer	1.8182	2.2500	2.2
démontré	1.7778	2.0000	1.6
manifestation	1.8000	2.1818	2.8
le déni	1.3636	1.9167	1.2
refusé	1.4545	1.9167	1.2
dénominations	1.6667	1.4000	1.0
densité	1.7778	1.4000	2.2
dentaire	1.6364	1.9167	3.0
dentiste	1.8333	2.1429	3.0
denver	2.0833	1.4615	2.0
nier	1.6667	1.7000	1.4
nier	1.4444	2.1000	1.4
en partant	1.4444	2.3000	2.0
département	1.7778	1.7000	2.4
départements	1.8333	1.6154	1.8
départements	1.7500	1.6923	2.4
départ	1.8571	2.0000	1.8
dépendre	1.6667	1.5714	1.4
dépendance	1.5714	2.0000	1.2
dépendant	1.6923	1.5000	1.2
en fonction	1.8571	1.8750	1.0
dépendemment	1.8571	1.8750	1.0
dépend	1.6667	2.0000	1.0
déposé	2.0000	2.1111	2.4
dépôt	1.7143	1.1250	1.6
dépréciation	1.5455	1.6667	1.0
déprimé	1.5455	1.8333	2.8
dépression	1.5455	1.5000	2.4
profondeur	1.8889	1.6000	2.4
profondeurs	2.0000	1.3333	1.8
députés	1.7000	1.7273	2.6
adjoint	1.6667	1.6000	2.8
dériver	1.9000	1.9091	1.2
dérivé	2.0909	1.8333	1.2
descendant	1.7500	2.3333	2.2
descente	2.0000	2.1000	1.6
décrire	1.7778	2.1000	1.2
décrit	1.9000	2.0909	1.2
décrit	2.0909	2.1667	1.2
décrivant	2.1000	2.3636	1.2
description	1.7143	1.5000	1.2
descriptions	2.0000	1.4444	1.0
déségrégation	2.1250	1.7778	1.4
désert	2.0000	1.7500	2.8
déserté	1.4545	1.5833	2.4
mériter	2.0000	1.7500	1.4
mérité	2.0000	1.8889	1.2
mérite	2.1111	1.7000	1.2
conception	2.0000	1.6667	2.8
désigné	2.0909	1.9167	1.6
conçu	1.9091	2.0000	1.4
designer	2.1111	1.7000	2.6
designers	1.8750	1.7778	2.4
des dessins	2.0000	1.7778	2.6
souhaitable	2.3750	2.0000	2.4
envie	2.1429	2.3750	1.6
voulu	2.5000	2.4667	1.4
désirs	2.4000	2.1818	1.6
bureau	1.7778	1.3000	3.0
désespoir	1.5000	1.9091	1.6
désespéré	1.5000	2.2222	2.0
désespérément	1.7143	2.2500	1.4
malgré	1.6667	1.1429	1.0
destin	2.4545	1.9167	1.6
détruire	1.4000	2.2727	2.8
détruit	1.4444	2.4000	2.4
détruisant	1.5000	2.3333	2.4
destruction	1.5000	2.6923	2.6
destructeur	1.5714	2.3750	2.0
détaché	1.6364	1.8333	1.6
détail	1.8889	1.4000	1.6
détaillé	1.8750	1.5556	1.6
détails	1.7500	1.5385	1.4
détecter	1.7500	2.1111	1.0
détecté	1.3750	2.2222	1.0
détection	1.6000	2.1818	1.0
détective	1.8000	1.9091	2.8
les détectives	1.9167	2.0769	3.0
détergent	2.0000	1.3000	3.0
détermination	2.3636	2.5000	1.6
déterminer	2.1111	2.0000	1.0
déterminé	2.3333	2.3000	1.6
détermine	1.6667	2.2857	1.4
déterminant	1.9091	2.1667	1.0
detroit	1.6250	1.2500	3.0
développer	2.0000	2.1111	1.0
développé	1.8750	1.8889	1.6
développement	2.4167	2.6154	1.4
développement	2.3636	2.6667	1.4
développements	2.2222	2.2000	1.6
se développe	1.8889	2.2000	1.4
déviation	1.5000	2.1111	1.0
dispositif	1.9091	1.5000	2.6
dispositifs	1.7500	1.4444	2.6
diable	1.4444	1.9000	3.0
diabolique	1.6364	2.3333	2.2
conçu	1.6667	1.7000	1.0
consacrer	2.1000	2.2727	1.0
dévoué	2.0000	2.1111	1.0
dévouement	1.8571	2.3750	1.0
dévouement	2.3000	1.9091	1.2
diagnostic	1.8182	2.0000	1.8
diagnostic	1.6667	1.6000	1.0
diagramme	1.7778	1.6000	3.0
cadran	1.9091	1.9167	3.0
composé	1.9091	2.0833	1.6
dialogue	2.1000	2.3636	2.8
diamètre	1.8889	1.4000	2.0
dit-il	1.9091	1.6667	3.0
dictature	1.8333	2.0000	1.6
dictionnaire	1.9167	1.4615	3.0
fait	1.7778	1.9000	1.0
didn * t	1.7778	1.6000	1.0
la	1.4444	2.0000	2.6
décédés	1.4444	1.7000	2.8
cette	1.5000	1.7692	2.6
régime	1.6923	1.9286	2.4
régime amaigrissant	1.4286	2.3750	2.2
différer	1.6667	1.4286	1.0
différait	1.6250	1.8889	1.0
différence	1.6154	1.7857	1.2
différences	2.0000	1.5000	1.4
différent	1.8889	1.7000	1.4
différentiel	1.7500	1.4444	1.2
différemment	1.5714	1.2500	1.0
diffère	1.9091	1.6667	1.0
difficile	1.3636	1.7500	1.4
des difficultés	1.3636	1.5833	1.0
difficulté	1.5556	1.8000	1.4
diffusion	1.8182	1.9167	1.4
vous	1.8182	2.5000	2.8
dignité	2.2222	2.0000	1.0
dilemme	1.5000	2.2727	1.2
diligent	2.1818	1.7500	1.2
aneth	1.6250	1.1111	2.0
dim	1.5556	1.2000	2.4
dimension	1.8889	1.7000	1.6
dimensionnel	1.9091	1.6667	1.6
dimensions	1.9000	1.8182	1.4
diminué	1.5000	1.4545	1.6
faiblement	1.5714	1.3750	1.6
grisé	1.6250	1.2222	2.4
de	1.6250	1.8889	1.4
à manger	1.8571	2.1250	2.6
dîner	2.0000	1.9167	2.8
diplomatie	2.1429	1.8750	1.2
diplomatique	2.1250	1.8889	1.6
dire	1.5556	2.0000	1.0
direct	1.8750	1.4444	1.0
dirigé	2.0000	1.8333	1.4
direction	2.0909	1.9167	1.6
directions	1.8889	1.6000	2.4
directement	1.7500	1.6667	1.0
réalisateur	1.7143	1.6250	2.6
directeurs	1.7500	1.7778	2.6
saleté	1.7143	1.5000	3.0
sale	1.3571	1.9333	3.0
désactivée	1.5000	1.5455	2.8
désaccord	1.6667	2.3000	1.8
disparaître	1.4000	1.9091	2.0
disparu	1.6250	1.7778	1.8
désappointé	1.7143	1.7500	1.8
déception	1.6667	1.8571	1.4
désapprobation	1.3636	1.8333	1.6
désarmement	2.0000	2.0909	1.2
catastrophe	1.3333	2.5000	2.8
catastrophique	1.4444	2.4000	2.0
décharge	1.3333	2.2308	1.0
discipline	1.7143	2.1250	1.4
discipliné	1.6364	2.1667	1.2
divulgué	1.4444	1.5000	1.0
divulgation	1.5000	1.8889	1.0
remise	2.0769	1.5000	1.4
découragé	1.6250	1.5556	2.0
discours	1.6250	1.5556	1.0
découvrir	2.3000	2.2727	1.8
découvert	2.4000	2.0909	1.8
découvertes	2.4167	2.6154	1.2
découverte	2.5556	2.8889	1.2
contradiction	1.1818	1.8182	1.0
discret	1.5556	1.7778	1.2
discrétion	2.1111	1.5000	1.2
discrimination	1.1667	2.0000	1.8
discuter	2.1818	2.6364	2.0
discuté	2.0000	2.3750	1.6
en train de discuter	1.7500	2.5000	2.2
discussion	2.0000	2.7143	2.2
discussions	2.0000	2.5833	2.2
maladie	1.1818	1.8182	2.4
maladies	1.2222	1.7778	2.2
disgrâce	1.2222	1.5556	1.8
mécontent	1.2500	1.8750	1.8
déguisé	1.4545	1.8182	2.4
dégoûter	1.3750	1.8750	2.2
répugnant	1.2222	2.3333	2.2
plat	1.7273	1.7273	3.0
vaisselle	1.5556	1.6667	3.0
désinfectant	1.5000	1.7000	2.2
disque	1.7500	1.5000	3.0
ne pas aimer	1.1429	1.5714	1.4
n'a pas aimé	1.1000	1.8000	1.4
rejeté	1.7273	2.0909	1.8
désobéir	1.3333	2.1111	1.8
déplacement	1.4444	1.6667	1.0
afficher	2.0000	2.1818	2.2
affiché	2.0909	2.1818	2.0
affiche	1.9000	1.9000	2.0
disposition	1.2500	1.8750	1.6
disposé	1.2727	2.0909	1.4
disposition	1.8333	1.5000	1.4
contestation	1.1667	2.4167	1.8
manque de respect	1.1111	1.5556	1.2
perturbe	1.1111	1.8889	1.2
distance	1.4444	1.4444	1.8
distances	1.5556	1.5556	1.4
loin	1.3333	1.5833	1.4
distillé	1.5385	2.0000	1.4
distinct	1.7143	2.0000	1.2
distinction	1.6667	2.0000	1.0
distinctions	1.6250	2.1250	1.0
distinctif	2.0769	1.7692	1.0
distinctement	1.8571	2.0000	1.0
distinguer	2.1111	2.3333	1.6
distingué	2.1250	2.1250	1.4
déformé	1.2857	2.0000	2.2
éperdu	1.1818	2.3636	1.6
détresse	1.2727	2.0000	1.8
distribué	1.9091	2.5455	1.2
distribution	2.0000	2.2222	1.2
distributions	2.0000	2.1818	1.2
district	1.7273	1.6364	1.8
les quartiers	1.6667	1.6667	1.8
déranger	1.2000	2.5000	1.8
perturbation	1.2000	2.4000	1.6
perturbé	1.2500	1.8750	1.6
inquiétant	1.2222	2.5556	1.6
fossé	1.4444	1.4444	3.0
se plonger	2.0909	2.5455	3.0
diverse	2.2000	2.4000	1.4
la diversité	2.3000	2.1000	1.6
diviser	1.2857	1.8571	2.0
divisé	1.2500	1.7500	2.2
divine	2.3750	1.8750	1.6
division	1.4286	1.8571	2.2
divisions	1.6364	2.0909	2.2
divorce	1.2857	2.0000	2.4
faire	1.5000	2.6250	1.2
doc	2.0000	1.7778	2.4
docilité	1.8750	1.6250	1.0
docteur	2.1000	2.0000	3.0
médecins	1.9091	2.0000	2.2
médecins	2.0000	1.7778	3.0
doctrine	1.5000	1.7500	1.6
document	1.2857	1.7143	3.0
documents	1.3750	1.7500	3.0
esquiver	1.8571	2.2857	2.4
est-ce que	2.0000	2.2143	1.2
doesn * t	1.5000	1.8000	1.4
chien	2.5556	2.0000	3.0
chienchien	2.5000	2.1000	2.6
chienchien	2.3750	1.7500	2.6
chiens	2.4286	1.7143	3.0
faire	1.8333	2.5000	1.2
dolent	1.8182	1.7273	1.0
poupée	2.4000	1.4000	3.0
dollar	2.5556	1.4444	3.0
dollars	2.5556	1.5556	3.0
les poupées	2.1667	1.5000	3.0
douleur	1.5714	1.4286	1.8
dôme	1.5455	1.3636	3.0
national	1.7778	1.6667	1.8
dominance	1.3333	2.4444	1.8
dominant	1.9231	2.3846	2.0
dominé	1.5000	2.3750	1.4
domination	1.2500	2.2500	1.4
dominicain	1.6000	1.8000	2.0
don	1.6000	1.6000	2.2
don*t	1.3333	1.3333	1.6
terminé	2.2222	1.4444	1.4
ânes	1.6364	1.7273	3.0
condamné	1.2222	1.5556	2.2
par	1.7778	1.4444	3.0
des portes	1.6667	1.3333	3.0
porte	1.9091	1.7273	3.0
dopey	1.3750	1.3750	2.2
dose	1.3750	1.3750	1.6
doses	1.4286	1.2857	1.4
dossiers	1.5000	2.0000	1.4
point	1.8182	1.5455	3.0
points	1.6667	1.3333	3.0
double	1.8889	1.5556	2.6
a doublé	2.0000	1.7500	2.4
doute	1.1818	1.4545	1.0
douteux	1.2500	1.2500	1.2
sans aucun doute	2.0000	1.4444	1.2
les doutes	1.2727	1.6364	1.4
pâte	2.1111	1.6667	2.6
vers le bas	1.3000	1.3000	2.6
en bas	1.6250	1.6250	3.0
centre ville	1.8571	1.4286	3.0
vers le bas	1.2000	1.7000	2.6
douzaine	1.7273	1.5455	2.6
douzaines	1.7778	1.5556	2.6
dr	1.5556	1.4444	1.0
brouillon	1.7273	2.0000	2.4
traîne	1.1818	2.0909	2.6
traîné	1.1000	1.7000	2.4
traîner	1.1250	2.2500	2.4
drainer	1.2727	2.4545	2.6
drainage	1.1429	1.7143	2.2
drame	2.0833	2.3333	1.8
dramatique	1.8889	2.4444	2.0
radicalement	1.6667	2.0000	1.8
buvait	1.4444	2.3333	2.4
draper	1.5556	2.0000	2.2
tentures	1.6667	1.9167	2.2
radical	1.5385	2.0769	1.2
drastiquement	1.1429	2.1429	1.2
dessiner	1.5000	2.0000	2.6
inconvénient	1.3750	2.1250	1.4
dessin	2.3077	2.3077	3.0
dessins	2.2857	1.8571	3.0
tiré	1.8889	1.8889	2.2
dessine	1.7500	1.8750	2.0
horrible	1.2857	1.7143	1.2
rêver	2.5455	2.2727	2.6
dreamboat	2.4545	1.4545	2.2
rêvé	2.5455	2.1818	2.0
rêver	2.6667	2.1111	1.8
rêves	2.2727	1.7273	2.0
rêvé	2.3636	2.0909	2.0
tremper	1.2222	2.1111	1.8
robe	2.1000	1.8000	2.4
habillé	2.1000	1.8000	2.0
robes	1.7500	1.5000	2.2
dressing	1.6667	2.0000	2.0
a dessiné	1.6667	2.0000	1.8
dribble	1.4545	2.3636	2.6
séché	1.4000	1.6000	1.8
dérive	1.4000	1.9000	2.0
dérive	1.4286	2.0000	2.2
percer	1.2500	1.8750	2.6
forage	1.5000	2.1250	2.6
boisson	1.8333	2.0000	2.6
en buvant	2.0909	2.3636	2.6
les boissons	2.0000	2.0000	2.4
drippy	1.6250	1.8750	2.2
conduire	2.1111	2.4444	2.6
conduit	1.7500	2.1250	2.2
chauffeur	1.8889	2.0000	3.0
conducteurs	1.9091	2.0909	2.6
allée	1.7778	1.5556	3.0
au volant	1.8750	2.7500	2.4
affaissement	1.2857	1.8571	2.0
tombant	1.2500	1.6250	2.0
laissez tomber	1.2857	2.0000	2.6
chuté	1.2143	2.4286	2.6
goutte	1.2000	2.3000	2.6
gouttes	1.4444	2.0000	2.6
a conduit	2.0000	2.2000	2.0
somnolent	1.3750	1.5000	2.0
drogue	1.2857	1.2857	2.6
drogues	1.1667	1.3333	2.4
tambour	1.5455	1.9091	2.6
tambours	1.6000	2.0000	3.0
ivre	1.6667	2.1111	2.6
sec	1.5556	1.4444	2.2
séchage	1.8182	1.9091	2.6
mec	1.4286	1.4286	2.4
dû	1.4545	1.4545	1.8
creusé	1.3750	1.8750	3.0
par	1.6667	1.7778	2.0
terne	1.3077	1.3846	2.2
dûment	1.7500	1.4286	1.2
stupide	1.5000	1.2500	1.6
capacité	1.5000	1.6000	2.2
durable	2.0000	2.0000	1.6
durée	1.9167	1.6667	1.0
pendant	1.5556	1.5556	1.2
poussière	1.3636	1.3636	2.6
poubelles	1.5556	1.4444	2.4
poussiéreux	1.1111	1.2222	2.2
néerlandais	1.3333	1.3333	1.8
fonctions	1.5455	2.0000	1.6
devoir	1.5000	1.6250	1.6
habitation	2.0000	1.3750	2.0
habité	1.2857	1.2857	1.8
dwight	1.6667	1.5000	1.6
en train de mourir	1.1818	2.2727	2.4
dynamique	2.3333	2.6667	1.0
dysfonctionnement	1.1111	2.1111	1.2
dysfonctionnel	1.2857	2.1429	1.4
chaque	1.8182	1.5455	1.0
désireux	2.1250	2.2500	1.6
vivement	2.0000	2.3333	1.2
oreille	1.8182	1.4545	3.0
comte	1.7778	1.5556	1.6
plus tôt	1.8889	1.7778	1.6
le plus tôt possible	1.7500	1.7500	1.6
de bonne heure	1.2857	1.5714	1.8
gagner	2.1000	2.2000	1.6
gagné	2.2727	2.3636	1.6
sérieux	1.8889	1.7778	1.6
sérieusement	1.8889	2.1111	1.0
gains	2.2727	2.1818	2.2
oreilles	1.8182	1.7273	3.0
coup d'oreille	1.6000	1.5000	1.4
terre	2.2500	1.5000	3.0
terre * s	2.1818	1.6364	1.8
tremblement de terre	1.5714	2.7143	2.2
terreux	2.2500	1.7500	1.8
facilité	2.5556	1.5556	1.2
plus facile	2.3333	1.5556	1.2
le plus simple	2.2222	1.6667	1.2
facilement	2.3333	2.3333	1.2
est	1.9167	1.7500	2.0
pâques	2.1538	1.6923	2.2
est	1.7143	1.5714	1.4
facile	2.3333	1.8333	1.2
manger	2.6250	2.5000	2.6
mangé	2.2308	2.0769	2.2
en mangeant	2.2857	2.4286	2.6
excentrique	1.5556	2.1111	1.2
écho	1.6250	1.5000	2.2
économique	1.2857	1.7143	1.2
économique	1.9091	1.8182	1.2
économiquement	1.6364	1.8182	1.2
économie	1.4545	1.8182	1.6
économie	1.4444	2.0000	1.4
œcuménique	1.6364	1.8000	1.0
bord	1.5455	1.7273	2.8
bords	1.6000	1.6000	2.6
décret	2.0000	2.0000	1.0
édition	1.8000	1.5000	1.2
editions	1.8750	1.3750	1.2
éditeur	1.6667	1.6667	1.6
éditorial	1.6667	1.8889	2.0
éditoriaux	1.6364	1.6364	1.8
éditeurs	1.7000	1.8000	1.6
éduqué	2.6000	2.3000	1.4
éducation	2.4286	2.1429	1.8
éducatif	2.1250	2.1250	1.2
éducateur	2.1250	1.7500	1.8
effet	1.6667	1.6667	1.0
effectué	1.8182	2.0000	1.2
efficace	1.8571	2.0000	1.2
efficacement	1.8750	2.1250	1.2
effets	1.7778	2.0000	1.2
efficacité	2.1250	2.2500	1.0
efficace	2.2222	2.1111	1.0
effigie	1.7273	1.5455	1.0
effort	2.3333	2.4444	1.8
efforts	2.1429	2.8750	1.6
par exemple	1.8333	1.5714	1.2
oeuf	1.7143	1.2500	3.0
des œufs	1.8333	1.2857	3.0
ego	1.6154	2.0000	1.8
huit	1.7778	1.4000	3.0
dix-huit	1.8750	1.4444	2.8
dix-huitième	1.7778	1.3000	2.6
huitième	1.7143	1.2500	2.4
quatre-vingts	1.6667	1.0000	2.8
non plus	1.8000	1.3333	1.0
élaborer	2.1000	2.2727	1.2
coude	1.8889	1.6000	3.0
aîné	1.7500	1.3333	3.0
personnes âgées	2.0000	1.6667	3.0
élu	1.8889	2.7000	1.8
élection	1.8333	2.5714	2.8
élections	2.0000	2.7273	2.4
électoral	1.7143	1.6250	1.2
électrique	1.8750	2.0000	2.4
électrique	2.0000	2.0769	2.4
électricité	2.0000	2.5000	2.6
électron	1.8571	2.7500	2.6
électronique	1.8889	2.4000	2.2
électronique	2.0000	2.4000	1.6
électrons	1.9091	2.3333	2.4
élégance	2.1250	1.3333	2.2
élégant	2.3000	1.5455	2.2
élément	1.8750	1.4444	2.4
élémentaire	2.1250	1.4444	1.0
élémentaire	2.2000	1.0000	1.8
éléments	2.2000	1.8182	2.2
éléphants	2.4286	2.0000	3.0
élevé	2.0000	2.2500	3.0
ascenseur	2.0000	2.4286	3.0
onze	2.0000	1.4167	3.0
éligible	2.2000	1.8182	1.4
éliminer	1.5000	2.4444	1.4
éliminé	1.7143	2.3750	1.6
éliminer	1.8333	2.1429	1.8
élite	1.9000	1.2727	1.6
éloquent	2.0000	1.3750	1.4
autre	1.7500	1.2222	1.2
autre part	1.9000	1.5455	1.2
éluder	1.3750	2.0000	1.6
émancipation	2.3750	1.8889	1.2
gênant	1.7143	2.0000	2.2
ambassade	1.6667	1.2857	2.8
braise	2.3333	1.3000	2.2
mode de réalisation	2.0000	2.0000	1.6
embrasse	2.2500	2.4444	2.8
émerger	1.8750	2.5556	2.6
émergé	2.2000	2.0000	2.0
urgence	1.6000	2.7273	2.6
émergeant	2.0000	2.5000	1.8
émotion	2.4286	2.3750	2.6
émotif	2.3000	2.5455	3.0
émotionnellement	2.3333	2.7143	1.6
émotions	2.5455	2.4167	2.2
empereur	1.7500	1.6667	2.8
accentuation	2.0000	1.8889	1.2
souligner	2.0000	2.4444	1.2
souligné	2.0000	2.5556	1.0
empire	2.2727	1.9167	2.8
empirique	1.8333	1.5385	1.8
employer	1.6667	2.1429	2.0
employé	2.0000	2.1667	2.4
employé	2.2857	2.1250	3.0
employés	2.2308	2.5000	3.0
employer	2.1667	2.1429	3.0
employeurs	2.1250	2.1111	2.6
employant	2.2857	2.2500	1.4
emploi	2.3333	2.4286	1.6
emploie	2.4000	2.1818	1.2
empowerment	2.0000	2.8182	1.4
vide	1.3000	1.0000	3.0
vidange	1.7500	1.6667	3.0
activer	2.3000	1.9091	1.8
activée	2.3000	2.0000	1.4
permettant	2.1111	1.8000	1.2
édicté	2.0000	2.0000	1.2
enfermé	2.0000	1.7000	2.2
rencontre	2.4286	2.6250	2.2
rencontré	2.1250	2.4444	1.8
encourager	2.3750	2.4444	2.2
encouragé	2.5000	2.5455	2.2
encouragement	2.5556	2.4000	1.8
encourageant	2.3333	2.2000	2.2
fin	1.6667	1.1429	3.0
effort	1.6667	2.2857	1.4
terminé	1.8571	1.2500	1.6
fin	2.0000	1.0000	2.0
interminable	1.7000	1.1818	2.2
prend fin	1.8333	1.1429	1.6
endurance	1.8571	2.6250	2.4
enduré	2.0000	1.8889	1.2
durable	2.2857	2.0000	1.2
ennemis	1.5000	2.5556	3.0
ennemi	1.4000	2.2727	3.0
énergique	2.2500	3.0000	3.0
energies	2.0000	2.8750	2.2
énergie	2.0000	3.0000	2.4
forcée	1.5714	2.7500	2.2
mise en vigueur	1.8333	2.7143	2.0
engage	2.0769	2.8571	1.8
engagé	2.2222	2.2000	1.4
engagement	2.3750	2.3333	3.0
moteur	1.8889	2.4000	3.0
ingénieur	2.0000	1.8750	3.0
ingénierie	1.8333	1.7143	1.6
ingénieurs	1.8000	1.6667	3.0
les moteurs	2.1000	2.0909	3.0
anglais	2.2222	1.5000	2.4
anglais	2.2500	1.4444	3.0
prendre	2.2500	2.2222	1.8
plaisir	2.2500	2.2222	1.8
apprécié	2.2500	2.2222	1.6
en profitant	2.1667	2.4286	2.2
jouissance	2.5000	2.1818	1.8
apprécie	2.2857	2.3750	1.8
enrôlé	1.8750	1.7778	1.8
vivifiant	2.6667	2.3077	1.0
énorme	2.2857	2.0000	2.8
assez	2.0000	1.5000	1.8
demandes de renseignements	2.0000	2.0000	1.6
enrage	1.7778	2.9000	2.2
ensemble	2.1818	1.6667	2.0
entrer	2.0000	1.7778	3.0
entré	2.0000	1.8182	2.4
entrer	2.0000	1.6667	2.4
entreprise	2.2500	1.7778	2.2
entreprises	2.0000	1.3333	2.0
entre dans	2.2000	2.1818	2.2
divertir	2.1429	2.5000	2.6
entretenu	2.2857	2.0000	2.6
divertissant	2.1667	2.4286	2.6
divertissement	2.5455	2.5833	2.4
enthousiasme	2.5000	2.7273	2.6
enthousiaste	2.3750	2.6667	2.6
tout	1.5714	1.5000	1.4
entièrement	1.4000	1.4286	1.4
entités	1.6000	1.9091	1.0
intitulé	1.7143	1.3750	1.0
entité	1.5000	1.4444	1.2
entrée	1.7000	1.6364	2.6
supplier	2.1250	1.5556	1.2
entrées	1.7500	1.5556	1.6
entrée	1.5714	1.7500	2.2
enveloppe	2.0000	1.0000	3.0
envieux	1.5556	2.2000	1.8
environnement	1.8000	1.9091	2.8
enzymes	2.1250	2.1111	2.4
épique	2.0000	2.0000	1.6
épidémie	1.6000	2.3636	2.0
épisode	2.2000	1.8182	2.4
égal	2.3333	1.5000	2.4
égalité	2.1429	1.2500	1.6
également	2.3000	1.3636	1.4
équation	1.8333	1.2857	2.8
les équations	1.8182	1.5833	2.8
équestre	2.3750	2.4444	2.8
équilibre	2.5000	1.7778	2.6
équipement	2.2857	1.6250	3.0
équipé	2.2500	2.0000	2.0
équitable	2.0909	1.7500	1.4
équivalent	2.0000	1.5385	1.4
ère	2.1667	1.1429	1.2
effacer	1.6000	2.3333	3.0
ériger	2.1429	2.7500	2.8
érigé	2.2308	2.5714	2.6
